,symbol,profile
ceo,JJG,
companyName,JJG,iPath Bloomberg Grains Total Return Sub-Index ETN
description,JJG,"The investment seeks to provide investors with exposure to the Dow Jones-UBS Grains Subindex Total ReturnService Mark. 
The Dow Jones-UBS Grains Subindex Total ReturnService Mark (the ""index"") reflects the returns that are potentially available through an unleveraged investment in the futures contracts on grains commodities. The index is currently composed of three futures contracts on grains which are included in the Dow Jones-UBS Commodity Index Total ReturnService Mark."
exchange,JJG,NYSE Arca
industry,JJG,
sector,JJG,
website,JJG,http://www.barclaysinvestments.co.uk
ceo,JKD,
companyName,JKD,iShares Morningstar Large-Cap
description,JKD,"The investment seeks to track the investment results of the Morningstar® Large Core IndexSM composed of large-capitalization U.S. equities.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by large-capitalization companies that have exhibited average ""growth"" and ""value"" characteristics as determined by Morningstar, Inc.'s (""Morningstar"" or the ""index provider"") proprietary index methodology."
exchange,JKD,NYSE Arca
industry,JKD,
sector,JKD,
website,JKD,http://www.ishares.com
ceo,JKE,
companyName,JKE,iShares Morningstar Large-Cap Growth
description,JKE,"The investment seeks to track the investment results of the Morningstar® Large Growth IndexSM composed of large-capitalization U.S. equities that exhibit growth characteristics.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of stocks issued by large-capitalization companies that have exhibited above-average ""growth"" characteristics as determined by Morningstar, Inc.'s (""Morningstar"" or the ""index provider"") proprietary index methodology."
exchange,JKE,NYSE Arca
industry,JKE,
sector,JKE,
website,JKE,http://www.ishares.com
ceo,JPT,
companyName,JPT,Nuveen Preferred and Income 2022 Term Fund of Beneficial Interest
description,JPT,Nuveen Preferred and Income 2022 Term is a closed-end management investment company. Its investment objective is to provide a high level of current income and total return by investing in preferred and other income-producing securities.
exchange,JPT,New York Stock Exchange
industry,JPT,Asset Management
sector,JPT,Financial Services
website,JPT,http://www.nuveen.com
ceo,JPXN,
companyName,JPXN,iShares JPX-Nikkei 400
description,JPXN,"The investment seeks to track the investment results of the JPX-Nikkei Index 400 composed of Japanese equities.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index may include large-, mid- or small-capitalization companies. The currency of the component securities of the underlying index is the Japanese yen (""JPY"")."
exchange,JPXN,NYSE Arca
industry,JPXN,
sector,JPXN,
website,JPXN,http://www.ishares.com
ceo,JRJC,Zhiwei Zhao
companyName,JRJC,China Finance Online Co. Limited
description,JRJC,"China Finance Online Co Ltd provides financial information and services including news, data, analytics, securities investment advisory and brokerage-related services."
exchange,JRJC,Nasdaq Global Select
industry,JRJC,Brokers & Exchanges
sector,JRJC,Financial Services
website,JRJC,http://www.jrj.com.cn
ceo,JSYN,Jeffrey J. Raymond
companyName,JSYN,Jensyn Acquistion Corp.
description,JSYN,"Jensyn Acquisition Corp is a blank check company. It was formed for the purpose of entering into a merger, share exchange, asset acquisition, stock purchase, reorganization or other similar business combination with one or more target business."
exchange,JSYN,NASDAQ Capital Market
industry,JSYN,Conglomerates
sector,JSYN,Industrials
website,JSYN,http://www.jensyn.com
ceo,KBWD,
companyName,KBWD,PowerShares KBW High Dividend Yield Financial Portfolio
description,KBWD,"The investment seeks to track the investment results (before fees and expenses) of the KBW Nasdaq Financial Sector Dividend Yield Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of financial companies that are listed on a U.S. national securities exchange and are principally engaged in the business of providing financial services and products, including banking, insurance and diversified financial services, in the United States and that comprise the underlying index."
exchange,KBWD,NASDAQ Global Market
industry,KBWD,
sector,KBWD,
website,KBWD,http://www.invescopowershares.com
ceo,KBWY,
companyName,KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio
description,KBWY,"The investment seeks to track the investment results (before fees and expenses) of the KBW Nasdaq Premium Yield Equity REIT Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of small- and mid-cap equity REITs in the United States that comprise the underlying index. It generally invests in all of the securities comprising the underlying index in proportion to their weightings in the underlying index."
exchange,KBWY,NASDAQ Global Market
industry,KBWY,
sector,KBWY,
website,KBWY,http://www.invescopowershares.com
ceo,KEN,Yoav Doppelt
companyName,KEN,Kenon Holdings Ltd.
description,KEN,"Kenon Holdings Ltd, through its subsidiaries, provides electricity generation using technologies such as hydroelectric, natural gas and diesel turbines and heavy fuel oil engines, in Peru, Chile, Colombia, El Salvador, Jamaica, Nicaragua, among others."
exchange,KEN,New York Stock Exchange
industry,KEN,Utilities - Regulated
sector,KEN,Utilities
website,KEN,http://www.kenon-holdings.com
ceo,KTOV,Isaac Israel
companyName,KTOV,Kitov Pharma Ltd.
description,KTOV,"Kitov Pharma Ltd, formerly Kitov Pharmaceuticals Holdings Ltd, is a biopharmaceutical drug development company."
exchange,KTOV,NASDAQ Capital Market
industry,KTOV,Biotechnology
sector,KTOV,Healthcare
website,KTOV,http://www.kitovpharma.com
ceo,LAC,W. Thomas Hodgson
companyName,LAC,Lithium Americas Corp.
description,LAC,"Lithium Americas Corp is focused on is advancing two lithium projects, the Cauchari-Olaroz Lithium Project, located in Jujuy, Argentina and Lithium Nevada project located in north-western Nevada and on the manufacturing and sales of organoclay product."
exchange,LAC,New York Stock Exchange
industry,LAC,Metals & Mining
sector,LAC,Basic Materials
website,LAC,http://www.lithiumamericas.com
ceo,LCM,Tracy V. Maitland
companyName,LCM,Advent/Claymore Enhanced Growth & Income Fund of Beneficial Interest
description,LCM,"Advent/claymore Enhanced Growth & Income is a diversified, closed-end management investment company. Its investment objective is to seek current income and current gains from trading in securities, with a objective of long-term capital appreciation."
exchange,LCM,New York Stock Exchange
industry,LCM,Asset Management
sector,LCM,Financial Services
website,LCM,https://www.guggenheiminvestments.com
ceo,LENS,
companyName,LENS,Presbia PLC
description,LENS,"Presbia PLC manufactures ophthalmic devices. The Company is engaged in developing and marketing a proprietary optical lens implant for treating presbyopia, the age-related loss of the ability to focus on near objects."
exchange,LENS,NASDAQ Capital Market
industry,LENS,Medical Instruments & Equipment
sector,LENS,Healthcare
